username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Oneindia,10/28/2019 14:58,27,68,The death of Abu Bakr al-Baghdadi may be good news. However there also signals a danger and there could be revenge strikes,,,,,
DrKSBhardwaj2,10/28/2019 14:58,5,6,Is # Bagdadi A Raktbeej? Modi Pichchhlaggus Had Killed Him Several Times Before US Claims His Being Killed By It. # BaghdadiKilled @ NiranjanTripa16 @ MrsMeenaKumari @ Akpattnaik25 @ Sudarsh63169707 @ BhootSantosh @ bmahabharat2 @ Naveen_Kr_Shahi @ RamPD78,,@ @ @ @ @ @ @ @,# #,1.18876E+18,https://twitter.com/DrKSBhardwaj2/status/1188756868228759553
ViralNewsTogo,10/28/2019 14:57,0,0,Breaking News!! Death of a Butcher ISIS leader Abu Bakr al-Baghdadi https://youtu.be/LnR6s0fZxk8  via @ YouTube # isisleaderkilled # baghdadikilled # ustroopskilledbaghdadi,,@,# # #,1.18876E+18,https://twitter.com/ViralNewsTogo/status/1188756732777943040
VanessaSoda1,10/28/2019 14:57,0,0,When has a more accurate description of # Baghdadi then @ washingtonpost... # BaghdadiKilled # GodBlessOurTroops # GodBlessPresidentTrump # GodBlessAmerica # NoPlaceForTerrorist,,@,# # # # # #,1.18876E+18,https://twitter.com/VanessaSoda1/status/1188756615148769280
SpiralXXI,10/28/2019 14:55,0,0,# Trump anuncia la muerte del líder de # Daesh en momentos en que está en una campaña electoral y necesita un éxito político,,,,,
DuniyaTak,10/28/2019 14:54,0,0,भारत में बगदादी का ‘द इस्लामिक स्टेट ऑफ खोरासान’ # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # baghdadidead # Baghadihttps://www.youtube.com/watch?v=O8OsWSOU_SM …,,,# # # # #,1.18876E+18,https://twitter.com/DuniyaTak/status/1188755836450918400
Saizz90,10/28/2019 14:53,0,0,Bagdadi is over . 27/October 2019 . In rge operation USA and Kurdish fighter at Edlib in West syria is dead . Now question is how many Americans asked for proof for the killing of baghdadi? # BaghdadiKilled,,,#,1.18876E+18,https://twitter.com/Saizz90/status/1188755767307845632
DuniyaTak,10/28/2019 14:53,0,1,बगदादी की मिली डायरी में क्या है # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # baghdadidead # Baghadihttps://www.youtube.com/watch?v=p0z7ofbukkM …,,,# # # # #,1.18876E+18,https://twitter.com/DuniyaTak/status/1188755670843027457
DuniyaTak,10/28/2019 14:53,0,0,‘ऑपरेशन बगदादी’ की इनसाइड स्टोरी # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # baghdadidead # Baghadihttps://www.youtube.com/watch?v=_s93W7bI5xc …,,,# # # # #,1.18876E+18,https://twitter.com/DuniyaTak/status/1188755589477781506
AkGazeteTurkiye,10/28/2019 14:52,2,4,# Bagdadi PKK'yı aşıp İdlib'e nasıl geldi? # BaghdadiKilled http://www.akgazete.com.tr/gundem/bagdadi-pkkyi-asip-idlibe-nasil-geldi/20754 …pic.twitter.com/fSiDiE4Kqz,,,# #,1.18876E+18,https://twitter.com/AkGazeteTurkiye/status/1188755511652638721
kurdistannews24,10/28/2019 14:52,11,14,video Never seen like this # Trump helping Erdogan's Ethnic cleansing operation against the # Kurds In Syria. And kurds Helped US army to kill # Baghdadi also they sacrificed 11 000 fighters in US campaign against # ISIS https://twitter.com/i/status/1188602404368871424 … # BaghdadiKilled # TwitterKurds # ISILpic.twitter.com/vvzzYHhgks,,,# # # # # # #,1.18876E+18,https://twitter.com/kurdistannews24/status/1188755297097015296
ViktorRantala,10/28/2019 14:51,0,0,Russian defense ministry says has no proof of Islamic State leader’s extermination # russiadenies # BaghdadiKilled https://tass.com/defense/1085522,,,# #,1.18876E+18,https://twitter.com/ViktorRantala/status/1188755178847113216
Saizz90,10/28/2019 14:51,0,2,Sir don't you think Pakistan's sister Turkey should explain what Al Bagdadi was doing in a Turkey-controlled area in Idlib,,,,,
soniabhatnagar6,10/28/2019 14:50,0,0,# WashingtonPost must have attended the classes run by # Baghdadi # BaghdadiKilled # ISISleaderDead @ washingtonposthttps://www.thedailybeast.com/washington-post-changes-baghdadi-headline-calling-isis-leader-austere-religious-scholar …,,@,# # # #,1.18875E+18,https://twitter.com/soniabhatnagar6/status/1188754995098710016
sshsahu,10/28/2019 14:50,0,0,# BaghdadiKilled # BaghdadiDiedLikeADog # Baghdadi पता तो चल ही गया होगा कि अबू बकर अल बगदादी मारा गया. तारीफ़ की बात ये है कि किसी अमेरिकी ने डोनाल्ड ट्रम्प से इसका प्रमाण नहीं माँगा।,,,# # #,1.18875E+18,https://twitter.com/sshsahu/status/1188754779855392769
_ensine,10/28/2019 14:48,1,3,"# Baghdadi was following the words and teaching of # islamic prophet. So you are saying prophet was evil man and a terrorist""?!!! # BaghdadiDiedLikeADog # BaghdadiKilled https://twitter.com/IlhanMN/status/1188510397340487680 …""",,,# # # #,1.18875E+18,https://twitter.com/_ensine/status/1188754330511273984
finddipankar,10/28/2019 14:47,0,0,"Abu Bakr al-Baghdadi is dead"" in a secret US special forces raid",,,,,
AmirMeh85583294,10/28/2019 14:46,2,7,Beautiful # MondayMotivation # PEMRA # NiaziTeriShamatAyi # PrayforSurjit # BaghdadiKilled # Pakistan # DelhiPollution # GovardhanPuja # آزادی_مارچ_سویلین_راجpic.twitter.com/djCRM6fodR,,,# # # # # # # # #,1.18875E+18,https://twitter.com/AmirMeh85583294/status/1188753914121916416
eddie_tee,10/28/2019 14:46,0,0,Bigger deal than Bin Laden's death. We all expected the comparison Mr. Trump. We were waiting. # Trump # Baghdadi # BaghdadiKilled,,,# # #,1.18875E+18,https://twitter.com/eddie_tee/status/1188753854520872960
SAMonitor,10/28/2019 14:45,1,0,The killing of the # ISIS chief Abu Bakr al- # Baghdadi by the US special forces in Northwest Syria is perhaps more important for # SouthAsia than it is for the areas in West Asia where the group was once very powerful writes @ lekshmip. # BaghdadiKilled https://southasiamonitor.org/news/is-the-isis-threat-over-in-south-asia-/snotes/31021 …,,@,# # # #,1.18875E+18,https://twitter.com/SAMonitor/status/1188753745254862849
_A_j_i_t,10/28/2019 14:43,0,0,@ washingtonpost & @ nytimes - The ONLY AMERICAN Voice of Austere,,,,,
BrianZalewski1,10/28/2019 14:42,0,0,@ realDonaldTrump @ DonaldJTrumpJr Hehe # Baghdadi # baghdadidead # BaghdadiKilled # Pelosi # PelosiMeltdown # Trump # secretimpeachmentpic.twitter.com/kKaXaLo0nf,,@ @,# # # # # # #,1.18875E+18,https://twitter.com/BrianZalewski1/status/1188753005434286080
NewsNationTV,10/28/2019 14:42,7,61,"Abu Bakr al-Baghdadi is dead"" in a secret US special forces raid",,,,,
distrumption,10/28/2019 14:41,0,1,From the guy that helped elect the biggest poser in American politics. President Obama RELEASED Al Baghdadi along with other prisoners in 2009 from a military prison in Iraq named Camp Bucca in 2011. # BaghdadiKilled # mondaythoughtshttps://twitter.com/davidaxelrod/status/1188625437716615168 …,,,# #,1.18875E+18,https://twitter.com/distrumption/status/1188752621374455808
i_aint_ur_chava,10/28/2019 14:40,0,0,# Baghdadi # BaghdadiKilled ७२ हूर नहीं ७२ जिन्न का साथ वो भी जहन्नुम में वो भी फ्री फ्री।। https://twitter.com/Imamofpeace/status/1188696356417875968 …,,,# #,1.18875E+18,https://twitter.com/i_aint_ur_chava/status/1188752358223667200
irfan_np,10/28/2019 14:39,0,0,Good riddance to this piece of human scum . # BaghdadiKilled . Muslims were suffering this cancer # ISIS .https://twitter.com/mehdirhasan/status/1188503968386813952 …,,,# #,1.18875E+18,https://twitter.com/irfan_np/status/1188752257291960320
fpjindia,10/28/2019 14:39,0,0,# ISIS Chief # BaghdadiKilled – How it all went down https://www.youtube.com/watch?v=9kEkpiJw6Ek&feature=youtu.be … # Baghdadi # BaghdadiKilled # BaghdadiDiedLikeADog,,,# # # # #,1.18875E+18,https://twitter.com/fpjindia/status/1188752136386965505
OHandanZ,10/28/2019 14:38,0,0,"# BREAKING # BreakingNews # FYI # JUSTIN # NEWS # BaghdadiKilled # ISIS # terrorism # ISIL # USA # USArmy # Oil Who has a track record in providing free passage to # DAESH/ISIS fighters?""https://twitter.com/Gulnuray/status/1188736895108485120 …""",,,# # # # # # # # # # # # #,1.18875E+18,https://twitter.com/OHandanZ/status/1188751995366236161
kparpiani,10/28/2019 14:38,0,0,‘Trump said the administration did not brief lawmakers due to a fear that they would leak information to the media that could cost American lives,,,,,
young_andwise,10/28/2019 14:37,0,0,well our friend over in the US has blown up baghdadi (I wonder if it means bagh means suger) anyway. here is @ jeremycorbyn refusing to kill him. disgusting to think this man could be in charge of this beautiful country! # BaghdadiKilled pic.twitter.com/i6xbZAQdLI,,@,#,1.18875E+18,https://twitter.com/young_andwise/status/1188751721222291458
Amreso99,10/28/2019 14:35,2,2,Feeling proud that a indian media outlet @ TheQuint is far ahead in idolizing terrorists than @ washingtonpost # WaPoDeathNotices # BaghdadiKilled pic.twitter.com/wzVOxXA9cw,,@ @,# #,1.18875E+18,https://twitter.com/Amreso99/status/1188751133667250176
i_aint_ur_chava,10/28/2019 14:35,1,3,Aur in chutiyo ko lagta hai ki aise kaam karne ke baad inko jannat milegi..72 hoore milegi. # BaghdadiKilled isko jannat nahi jahannum milegi.,,,#,1.18875E+18,https://twitter.com/i_aint_ur_chava/status/1188751115191406592
sant_tiki,10/28/2019 14:35,0,1,I thought Pimps r only in India....but realized now they r everywhere. # BaghdadiKilled,,,#,1.18875E+18,https://twitter.com/sant_tiki/status/1188751037944881153
iamrajeshjena,10/28/2019 14:33,0,3,It’s a never ending process,,,,,
iamzzeeshan,10/28/2019 14:31,118,402,# AIMIM President Barrister Asaduddin Owaisi in 2016 said that # ISIS are the dogs of hell we are not going to be afraid if they bark,,,,,
ameeque_Jamei,10/28/2019 14:30,13,48,Annually Joke.. ISIS Chief Al-Baghdadi has been killed in 2015,,,,,
Divya_Bhaskar,10/28/2019 14:29,0,4,અમેરિકન રાષ્ટ્રપતિ ટ્રમ્પે રવિવારે Isના પૂર્વ આકા બગદાદીના અમેરિકન કાર્યવાહીમાં માર્યો ગયો હોવાની પુષ્ટિ કરી હતી ; કરદાશને બગદાદીનો અંગત ગણાતો હતો,,,,,
Rude_dude_TT,10/28/2019 14:28,0,0,That's the classic paki begging style # Pakistan # BaghdadiKilled,,,# #,1.18875E+18,https://twitter.com/Rude_dude_TT/status/1188749428405833733
RoyalBhikhari,10/28/2019 14:28,0,0,ये केवल एक बगदादी मरा है,,,,,
Bob_cart124,10/28/2019 14:27,0,0,According to reports,,,,,
vinaybjp,10/28/2019 14:27,0,0,Done!!!! आज भी फोड़ेंगे आखिर # बगदादी # BaghdadiKilled के मरने से खुशी दुगनी हो गई है। पूरे 5 दिन दीवाली मनाएंगे @ KapilMishra_IND https://twitter.com/TimesNow/status/1188669052857643008 …pic.twitter.com/NZP1fP25c7,,@,# #,1.18875E+18,https://twitter.com/vinaybjp/status/1188749049857331200
anamkadaskar,10/28/2019 14:27,1,2,Feel sorry for your great loss @ IlhanMN . I hope God gives you strength to overcome this loss and you find peace while you mourn. Should we send some illegally migrated rohingyas in India to help you mourn peacefully? # ISIS # IlhanOmarResign # IlhanQatar # BaghdadiKilled,,@,# # # #,1.18875E+18,https://twitter.com/anamkadaskar/status/1188748996036063237
bipinchauhan,10/28/2019 14:24,0,2,# In_GOD_We_Trust के आशीर्वाद के सुप्रभाव से @ realDonaldTrump जी ने वास्तिविक # MAGA बता दिया ब्रह्मांडों को आतंकवादी # BaghdadiKilled गया बता कर https://hindi.opindia.com/miscellaneous/international/trump-says-abu-bakr-al-baghdadi-killed-in-us-raid-died-like-a-dog/amp/ … # BREAKING # UPDATE # news # facts # India # NewIndia # AmericaFirst @ POTUS @ USAHindiMein @ UN_News_Centre,,@ @ @ @,# # # # # # # # # #,1.18875E+18,https://twitter.com/bipinchauhan/status/1188748382044471296
notSoSweetLove,10/28/2019 14:24,55,138,When Osama was killed,,,,,
bidhyarthi2007,10/28/2019 14:23,0,0,Dear @ POTUS @ realDonaldTrump when entire world believed you on killing of # BaghdadiKilled but this former Pakistani minister can't believe you. I think these people are very sad when they heard the news. @ ImranKhanPTI do you believe the news or you too crying on His deathhttps://twitter.com/IndiaToday/status/1188697258448973824 …,,@ @ @,#,1.18875E+18,https://twitter.com/bidhyarthi2007/status/1188748152016257025
_prateeksharma,10/28/2019 14:21,1,3,What a thread! She also has the best podcast on ISIS-“ caliphate”. # ISIS # BaghdadiKilled https://twitter.com/rcallimachi/status/1188514608056811530 …,,,# #,1.18875E+18,https://twitter.com/_prateeksharma/status/1188747611840401411
EagleEye24x7,10/28/2019 14:20,0,0,"Coward and Dogs"" # BaghdadiKilled pic.twitter.com/orJcaQ6hp9""",,,#,1.18875E+18,https://twitter.com/EagleEye24x7/status/1188747295359004672
RIRepublicans,10/28/2019 14:18,7,11,So much for Obama and his use of ISIL when he should have been saying ISIS. # BaghdadiKilled # Trump # MAGA2020https://twitter.com/RedNationRising/status/1188496723662004224 …,,,# # #,1.18875E+18,https://twitter.com/RIRepublicans/status/1188746814394114048
news24tvchannel,10/28/2019 14:17,1,4,THIS is how Twiterrati reacted after Washington Post called # Baghdadi 'austere religious scholar' # BaghdadiKilled https://news24online.com/news/how-twiterrati-reacted-after-washington-post-called-baghdadi-austere-religious-scholar-758b9229/ …pic.twitter.com/SDg19BpXx9,,,# #,1.18875E+18,https://twitter.com/news24tvchannel/status/1188746488253308928
sheryMuslima1,10/28/2019 14:15,0,0,@ BarackObama @ POTUS @ DeptofDefense @ SpeakerPelosi # BaghdadiKilled I m not safe at anytime they can through me at jail or mental hospital as they did in 20 sept for 13 days I was jailed for asking again to open a credible interrogations in my rape . @,,@ @ @ @ @,#,1.18875E+18,https://twitter.com/sheryMuslima1/status/1188745980763688960
akshayrai9,10/28/2019 14:14,0,8,कुत्ते की मौत मरा # Baghdadi # BaghdadiKilled pic.twitter.com/6p4AO54ekW,,,# #,1.18875E+18,https://twitter.com/akshayrai9/status/1188745929190305792
Sara_BARISTA,10/28/2019 14:14,0,0,Meanwhile,,,,,
DeepLogic_,10/28/2019 14:14,6,7,Abdullah Kardaş Yeni bekçi köpeği Ferhat Abdi Şahin Cilo Mazlum Kobani,,,,,
PienterAs,10/28/2019 14:13,0,0,Ik vrees dat dit de nieuwe werkelijkheid is. Niemand heeft baad bij de breed uitgemeten melding van # BaghdadiKilled zeker niet zoals # Trump 't deed. Had 't even genoemd maar verder zo min mogelijk aandacht aan besteed in de # media.https://twitter.com/AmichaiStein1/status/1188519544769449987 …,,,# # #,1.18875E+18,https://twitter.com/PienterAs/status/1188745683010019330
sheryMuslima1,10/28/2019 14:13,0,0,@ BarackObama @ POTUS @ DeptofDefense @ SpeakerPelosi # BaghdadiKilled Again if USA has nothing nothing to do with what happened to me in Egypt You are responsible to help to get the truth out bc I worth the help and Justice need to be served @ JoeBiden N,,@ @ @ @ @,#,1.18875E+18,https://twitter.com/sheryMuslima1/status/1188745635568197632
Kemal38142231,10/28/2019 14:12,0,0,# Baghdadi # BaghdadiKilled USA killed Baghdadi Next! https://youtu.be/vTdv_d2lF7s,,,# #,1.18875E+18,https://twitter.com/Kemal38142231/status/1188745354335928320
sumitsharmaIND,10/28/2019 14:10,0,0,US celebrated # Diwali in a most appropriate manner by exploding # Baghdadi http://sumitsharma.org/al-baghdadi-religious-or-a-terrorist/ … # WaPoDeathNotices # WashingtonPostObituaries # BaghdadiKilled # BaghdadiDiedLikeADog # Trump # ISISleaderDead # DiwaliGift # USpresident # SumitSharma # SumitSharma,,,# # # # # # # # # # # #,1.18874E+18,https://twitter.com/sumitsharmaIND/status/1188744941394022401
imkashifPkg,10/28/2019 14:09,0,2,# prayforsurjeeth # DelhiPollution # GovardhanPuja # BaghdadiKilled # AzadiMarch @ PJkanojia,,@,# # # # #,1.18874E+18,https://twitter.com/imkashifPkg/status/1188744519396683776
ViShNu_SiNgH74,10/28/2019 14:08,6,15,One more saint of peace left this world to be with 72 hoors. Sad day for the world!!! World has become more intolerant and chaotic. # BaghdadiKilled # Baghdadi # BaghdadiDiedLikeADog,,,# # #,1.18874E+18,https://twitter.com/ViShNu_SiNgH74/status/1188744420268445696
tinyhandedman,10/28/2019 14:07,1,0,# TrumpLiesMatter # BaghdadiKilled https://twitter.com/jonlovett/status/1188520920320630784 …,,,# #,1.18874E+18,https://twitter.com/tinyhandedman/status/1188744091682652162
NSixbert,10/28/2019 14:06,0,0,Barely hours after # BaghdadiKilled # ISIS announces his successor ISIS's 'cruel but popular' new leader known as The Professor https://www.dailymail.co.uk/news/article-7620271/ISIS-new-leader-barely-day-former-chief-Baghdadi-died-dog.html?ito=amp_twitter_share-top … via @ MailOnline,,@,# #,1.18874E+18,https://twitter.com/NSixbert/status/1188743911575035904
AtamanOsman1,10/28/2019 14:06,0,2,Amerika Bağdadiyi öldürmüşmü dediler... # BaghdadiKilled # Macron # pazartesipic.twitter.com/6wII9lKI7H,,,# # #,1.18874E+18,https://twitter.com/AtamanOsman1/status/1188743715235475456
ABHIJAT23,10/28/2019 14:05,0,0,@ CIA well done # BaghdadiKilled,,@,#,1.18874E+18,https://twitter.com/ABHIJAT23/status/1188743640274870273
Pushpendrad15,10/28/2019 14:05,0,4,Dear Look tv # BaghdadiKilled # BaghdadiDiedLikeADog # बगदादी_मारा_गया,,,# # #,1.18874E+18,https://twitter.com/Pushpendrad15/status/1188743640220200963
Kulottunga1,10/28/2019 14:05,1,2,# BaghdadiDiedLikeADog ISIS தலைவன் ஓடி ஒளிந்து கெஞ்சி ஒரு வெறி பிடிச்ச நாய் மாதிரி சுட்டு தள்ளினர் அமேரிக்க‌‌ டெல்டா சிறப்பு படையினர். # BaghdadiKilled # ISIShttps://twitter.com/rcallimachi/status/1188514608056811530 …,,,# # #,1.18874E+18,https://twitter.com/Kulottunga1/status/1188743550898327552
pandit_rss,10/28/2019 14:04,0,0,ओसामा गया,,,,,
hakim25adu25,10/28/2019 14:03,0,0,Yalandan kim ölmüş? # Baghdadi # BaghdadiKilled,,,# #,1.18874E+18,https://twitter.com/hakim25adu25/status/1188743109330509826
kurdistannews24,10/28/2019 14:03,30,42,letter from anti # ISIS female fighters to the World leaders and US congress & European parliament https://twitter.com/i/status/1184483740338114562 … # isis # daesh # BaghdadiKilled # Baghdadi # BaghdadiDiedLikeADog # IslamicState # alBaghdadi # Russia # IRAN # IRAQ # Terrorists @ SpeakerPelosi @ RichardEngel # kurds,,@ @,# # # # # # # # # # # # #,1.18874E+18,https://twitter.com/kurdistannews24/status/1188742951528095744
HimanshuLambat,10/28/2019 14:01,0,0,# BaghdadiKilled # trumppresser @ realDonaldTrump # Modi @ narendramodi # Marathi Trump bhau la bagdadiche game jajolyabad hardik subechecha... Subechechuk himu,,@ @,# # # #,1.18874E+18,https://twitter.com/HimanshuLambat/status/1188742535386038272
NewsroomPostCom,10/28/2019 14:01,0,0,# BaghdadiKilled दुनिया सबसे खूंखार आतंकी बगदादी के मौत की पुष्टि अमेरिकी राष्ट्रपति डोनाल्ड ट्रंप ने कर दी है https://hindi.newsroompost.com/world/american-army-donald-trump/472853.html …,,,#,1.18874E+18,https://twitter.com/NewsroomPostCom/status/1188742511751127041
mahmoud_the_eng,10/28/2019 13:59,0,0,"أتمنى من اليوم ورايح نعتمد تسمية أبو حافظ القرداحي"" بدلا من ""بشار الأسد"". وشكرا # BaghdadiKilled # Baghdadi""",,,# #,1.18874E+18,https://twitter.com/mahmoud_the_eng/status/1188742171316445185
legitngnews,10/28/2019 13:59,0,6,President @ realDonaldTrump said he decided not to inform the Democrats to avoid a leak of the special operation to the media. # Baghdadi # BaghdadiKilled https://www.legit.ng/1270779-baghdadi-trump-democrats-raid-killed-terrorist.html …,,@,# #,1.18874E+18,https://twitter.com/legitngnews/status/1188742154123988997
nikbhojal,10/28/2019 13:59,0,1,Wo sab to thik h..Ye batao Trump se kisi ne saboot manga kya abhi tak # BaghdadiKilled,,,#,1.18874E+18,https://twitter.com/nikbhojal/status/1188741987010252801
HimanshiKunwar1,10/28/2019 13:59,0,2,जो America कर रहा है ऐसा हम हाफ़िज़ sayeed के लिए क्यों नहीं कर सकते है ? # BaghdadiKilled,,,#,1.18874E+18,https://twitter.com/HimanshiKunwar1/status/1188741966990700544
Stevie_Leary,10/28/2019 13:58,0,0,The usual attacks on @ realDonaldTrump on the delivery of the message rather than what the message means says a lot more about our woke MSM than it does about @ POTUS # BaghdadiKilled,,@ @,#,1.18874E+18,https://twitter.com/Stevie_Leary/status/1188741824904609792
BHSis4EVER,10/28/2019 13:54,0,0,OH JAMIE LEE THIS MAN # Baghdadi KILLED THOUSANDS OF PEOPLE BLEW UP MANY HISTORIC PLACES AND HE DIED LIKE HE SHOULD # ADOG # BaghdadiKilled # BaghdadiDiedLikeADog REST IN HELL,,,# # # #,1.18874E+18,https://twitter.com/BHSis4EVER/status/1188740763993038849
vijay_kasp,10/28/2019 13:53,10,47,@ zafarsareshwala primarily wanted to rant against RW for celebrating # BaghdadiKilled .. rest is all an excuse,,@,#,1.18874E+18,https://twitter.com/vijay_kasp/status/1188740683185606656
MikeyKayNYC,10/28/2019 13:53,0,1,@ rcallimachi is one of the most prolific reporters on I.S. Read Rukmini’s obit on Baghdadi here. A tried & trusted source on all matters I.S # BaghdadiKilled https://twitter.com/rcallimachi/status/1188514608056811530 …,,@,#,1.18874E+18,https://twitter.com/MikeyKayNYC/status/1188740435457576961
piljimval,10/28/2019 13:49,1,1,Sumate a denunciarlo ( # Chile # DonaldTrump # BaghdadiKilled # EleccionesArgentina2019 # 10N )https://twitter.com/vilpetrus/status/1188589688208187392 …,,,# # # # #,1.18874E+18,https://twitter.com/piljimval/status/1188739439075483648
desumus,10/28/2019 13:48,0,1,Şimdi bana biri söylesin bu zihniyetin tabilanla işidle ne farkı var Akıl yoksunu birde öğretmen olacak Yerin dibine batsın öğretmenliğin # pazartesi # BaghdadiKilled # Macron # BuguenGuenlerdenTrabzonsporhttps://twitter.com/BekirTiryakii/status/1188698465158729728 …,,,# # # #,1.18874E+18,https://twitter.com/desumus/status/1188739296418811905
mike_penceee,10/28/2019 13:48,1,6,Bağdadiyi öldürdük. Valla billa.. # Baghdadi # BaghdadiKilled,,,# #,1.18874E+18,https://twitter.com/mike_penceee/status/1188739192047706112
mediaindiagroup,10/28/2019 13:46,0,0,@ realDonaldTrump has confirmed the death of Islamic State leader Abu Bakr al # Baghdadi. He detonated a suicide vest after fleeing into a dead-end tunnel during a raid by US special forces,,,,,
IshqDmaria,10/28/2019 13:44,0,1,When she finds out # BaghdadiKilled https://twitter.com/Imamofpeace/status/1188514210164154369 …,,,#,1.18874E+18,https://twitter.com/IshqDmaria/status/1188738307984953344
kanyepaschim,10/28/2019 13:43,0,0,Got no chill !!! # WaPoDeathNotices # BaghdadiKilled # Baghdadipic.twitter.com/hKAVPATFe0,,,# # #,1.18874E+18,https://twitter.com/kanyepaschim/status/1188737934188597249
RupendraRaushan,10/28/2019 13:42,10,29,कुत्ते की तरह मारा गया कायर # Bagdadi को - @ realDonaldTrump ,,,,,
kanheya_swami,10/28/2019 13:42,0,2,हमने कुत्ते की तरह मारा है कायर # Bagdadi को - @ realDonaldTrump ,,,,,
SaniaAhmad1111,10/28/2019 13:41,7,52,Sigh # BaghdadiKilled pic.twitter.com/X155Aqh7tk,,,#,1.18874E+18,https://twitter.com/SaniaAhmad1111/status/1188737574824632321
RRRameshRRR,10/28/2019 13:40,0,0,Update: @ washingtonpost # BaghdadiKilled https://twitter.com/kriscoratti/status/1188522256810631170?s=19 …,,@,#,1.18874E+18,https://twitter.com/RRRameshRRR/status/1188737356192473088
theEnd3434,10/28/2019 13:40,0,1,# pazartesi # BuguenGuenlerdenTrabzonspor # Trump # bitcoin # isfin # annewithane # البغدادي # Lebanon # BaghdadiKilled # البغدادي_صناعة_اردوغان # AbuBakrAlBaghdadi # Macron # RECEPİVEDİKBOYKOT # Recepİvedik6 # RecepTayyipErdogan # RecehinTwitter # RecepİvedikBoykot # cemyılmazfilminegitmiyorumhttps://twitter.com/theEnd3434/status/1188736800644386816 …,,,# # # # # # # # # # # # # # # # # #,1.18874E+18,https://twitter.com/theEnd3434/status/1188737187770183680
JoeSuisTanjung,10/28/2019 13:38,0,1,Syria Kurds expect IS revenge attacks after Baghdadi death. Wherever you are,,,,,
kurdistannews24,10/28/2019 13:34,15,10,# BREAKING Kurdish intelligence Released The list of # IslamicState terrorists,,,,,
WeBindas,10/28/2019 13:34,3,3,How did America find Baghdadi from the tunnel? Read Inside Story http://flip.it/ADO11P # BaghdadiDiedLikeADog # Baghdadi # Daesh # Islam # ISIS # Baghdadikilled # NationalAnthem # webindas,,,# # # # # # # #,1.18874E+18,https://twitter.com/WeBindas/status/1188735807248404480
NSixbert,10/28/2019 13:34,0,0,Barely hours after # BaghdadiKilled # ISIS has announced his successor ISIS's 'cruel but popular' new leader known as The Professor https://www.dailymail.co.uk/news/article-7620271/ISIS-new-leader-barely-day-former-chief-Baghdadi-died-dog.html?ito=amp_twitter_share-top … via @ MailOnline,,@,# #,1.18874E+18,https://twitter.com/NSixbert/status/1188735701661159425
VandanaJayrajan,10/28/2019 13:33,42,127,Late Shri Arun Jaitley had said that India is fully capable of carrying out an Abbottabad-like strike inside Pakistan. So have no doubt that somewhere a group is training to do what the Americans did yesterday! # BaghdadiKilled,,,#,1.18874E+18,https://twitter.com/VandanaJayrajan/status/1188735647030202369
kinowords,10/28/2019 13:32,0,0,He was so eager to tell of how he passed the exam. - - # BaghdadiKilled / # r4today / # WhiteHouseSituationRoomhttps://twitter.com/MicahZenko/status/1188570965350985729 …,,,# # #,1.18874E+18,https://twitter.com/kinowords/status/1188735260772704257
mouhssine,10/28/2019 13:31,0,0,Some of the Behind the scenes: Mr. al-Baghdadi’s death in the raid on Saturday,,,,,
Subhash1603,10/28/2019 13:31,0,1,# BaghdadiKilled https://www.indiatoday.in/amp/world/story/isis-chief-baghdadi-dead-us-timeline-operation-details-1613291-2019-10-28?__twitter_impression=true …,,,#,1.18873E+18,https://twitter.com/Subhash1603/status/1188734917208924161
bbcnewsgujarati,10/28/2019 13:30,1,4,"એ સુરંગના છેડે પહોંચી ગયો. અમારાં કૂતરાં તેને તગેડી રહ્યાં હતાં. આખરે પડી ગયો અને વિસ્ફટકોથી જાતને ઉડાવી દીધી"" # Baghdadi # ISIS # BaghdadiKilled https://bbc.in/2Pm6aMh""",,,# # #,1.18873E+18,https://twitter.com/bbcnewsgujarati/status/1188734675478597632
NEVKILICASLAN,10/28/2019 13:28,0,1,We said that there is lot of coins to go on... game over? # BaghdadiKilled pic.twitter.com/2LdOpSYZK0,,,#,1.18873E+18,https://twitter.com/NEVKILICASLAN/status/1188734287127961601
NEVKILICASLAN,10/28/2019 13:26,0,1,Pawns of the battle... over # BaghdadiKilled pic.twitter.com/5YWGNMsB3F,,,#,1.18873E+18,https://twitter.com/NEVKILICASLAN/status/1188733702802681858
PrinceRaoLtd,10/28/2019 13:25,0,1,Without crackers # Diwali isn't Diwali. Happy # Deepavali to all Brathas of Hindustan. Say yes to crackers. @ AskAnshul # EmeryOut # savesurjeeth # PrayforSurjit # AbuBakrAlBaghdadi # BaghdadiKilled pic.twitter.com/MhflfCvZ0q,,@,# # # # # # #,1.18873E+18,https://twitter.com/PrinceRaoLtd/status/1188733507742228481
Sajeda_Akhtar,10/28/2019 13:23,1,12,Good for the world that terrorist Abu Bakr al-Baghdadi is dead. But what was the need for abandoning & massacring 1000s of # Kurds & Yazidis who were anti-ISIS themselves? # BaghdadiKilled # Baghdadi @ tathagata2 @ AdityaRajKaulhttps://twitter.com/mehdirhasan/status/1188450662809591808 …,,@ @,# # #,1.18873E+18,https://twitter.com/Sajeda_Akhtar/status/1188733065813610496
